Taxon Name	Available at Nursery?	Nurseries	Percent of Nurseries with this Taxon	ID	ModifiedOn	Contributors	InformalClassification	Family	TaxonID	TaxonName	SeeAlso	NameRank	Hybrid	TerminalTaxon	Excluded	Peripheral	Waif	Endemic	Extirpated	OriginCode	Origin	Distribution	Voucher	Comments	
Eleocharis parvula	False		0.0	4929	2009-08-28 13:21:00	Fred Weinmann, Peter F. Zika	Vascular Plants: Monocots	Cyperaceae	127325	Eleocharis parvula	Eleocharis coloradoensis	species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA23: "Plants without well-developed bristles are otherwise typical Eleocharis parvula. S.-O. Strandhede and R. M. T. Dahlgren (1968) provided a detailed description from Scandinavia; the mostly curved tubers of North American plants are differently shaped than the ovoid, mostly nearly straight tubers illustrated by them. Eleocharis parvula is very uncommon inland. Plants lacking spikelets and having rather broad culms with evident aerenchyma (E. parvula forma spongiosa Fassett) that are submerged in tidal zones closely resemble small plants of Sagittaria graminea. Eleocharis parvula has also been reported from North Dakota, South America, and Africa; I have not seen specimens. Plants without achenes or tubers cannot be reliably identified to species. Literature reports from Cuba, Mexico, and Venezuela may be based on specimens of E. coloradoensis. "	
Eleocharis coloradoensis	False		0.0	4918	2009-11-10 08:26:00	David Giblin	Vascular Plants: Monocots	Cyperaceae	127147	Eleocharis coloradoensis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	One specimen at WTU annotated by Galen Smith (1999) with the following note: "Most probably.  No flower in proximal scale.  No achene or tubers."<br><br>FNA23: "Most authors, except C. L. Gilly (1941), H. L. Mason (1957), and R. R. Yeo (1980), have included Eleocharis coloradoensis in E. parvula or E. parvula var. anachaeta. In typical E. coloradoensis, which occurs from Saskatchewan south to Kansas and in California to 2100 m elevation, the achenes are usually distinctly rugulose or rough, often pitted-cellular, their apices usually truncate, and the tubercles are usually brown, often rudimentary, clearly distinct from the achene, and apparently partly sunken into the achene summit. Some plants from the southern Great Plains to the Mexican border, including the type of E. parvula var. anachaeta from Louisiana, may deserve taxonomic recognition. They differ from typical E. coloradoensis in having nearly smooth achenes with the apex tapered to a tubercle that is difficult to distinguish from the achene. C. L. Gilly (1941) separated these plants as E. membranacea (Buckley) Gilly; application of that name is doubtful because achenes are lacking from the type. R. R. Yeo (1980) studied the life-history of E. coloradoensis in the Sacramento Valley, California, and showed that it can be used to control several aquatic weeds in irrigation canals. The n = 4 count reported from Kansas under E. parvula var. anachaeta (Anonymous 1964) and on voucher specimens at GH and UC, is probably erroneous; the label on a duplicate voucher specimen at NDA includes the information "n = 3 II's + a chain of IV" (i.e., n = 5). The record from Washington is somewhat doubtful because the specimen lacks achenes. Literature reports of E. parvula from Illinois and Tennessee may refer to E. coloradoensis; I have not seen specimens."	
Elliottia pyroliflora	False		0.0	2128	2012-10-25 10:16:00	Fred Weinmann	Vascular Plants: Dicots	Ericaceae	68700	Elliottia pyroliflora		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	Some resources list this species as E. pyroliflorus, an orthographic variant with incongruent gender endings between the genus and specific epithets.	
Eleocharis quinqueflora	False		0.0	4930	2009-04-07 12:08:00	Fred Weinmann, Peter F. Zika	Vascular Plants: Monocots	Cyperaceae	127339	Eleocharis quinqueflora		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	The name E. quinqueflora does not appear in H&C.<br><br>FNA23: "The chromosome numbers for Eleocharis quinqueflora reported for North America (2n = 80) are in doubt because vouchers and other information are lacking. The often-cited n = 10 is probably erroneous. S.-O. Strandhede and R. M. T. Dahlgren (1968) gave 2n = 132 and 134 from Scandinavia. Recognition of infraspecific taxa within E. quinqueflora is premature pending a worldwide revision of subg. Zinserlingia. It has been reported from North Dakota, although I have not seen specimens. About five varieties and subspecies of E. quinqueflora have been described worldwide.<br><br>Most specimens from eastern North America and some from the West can be placed in Eleocharis quinqueflora subsp. fernaldii (Svenson) Hultén, which is characterized by its small size (culms to 15 cm × 0.5 mm) and small bulbs. Specimens of E. quinqueflora from 2000–3600 m in California, which are atypical, especially in that the proximal scales of the spikelets do not subtend flowers, may deserve taxonomic recognition. Those plants are also small, with culms only to 15 cm × 0.5 mm; hard caudices are often present at the culm-tuft bases; small, narrowly ovoid bulbs are sometimes present; and perianth bristles are absent or rudimentary. Very few specimens of E. quinqueflora are intermediate with E. suksdorfiana."	
Elmera racemosa	False		0.0	4332	2012-03-10 15:02:00	David Giblin	Vascular Plants: Dicots	Saxifragaceae	117489	Elmera racemosa		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA8: "Elmera racemosa is found at and above timberline in the Cascades of southwestern British Columbia, in the Okanogan and Cascade ranges, on the Olympic Peninsula, Mount Rainier, and Mount Adams in Washington, and in the Oregon Cascades south to northern Klamath County and adjacent Douglas County. It is occasionally cultivated."<br><br>Hitchcock recognized two varieties based on the nature of the glandular pubescence in the inflorescence, petioles, and lower stems.  Close examination of specimens assigned to these varieties shows the primary difference to be one of length and density of pubescence.  Glandular pubescence in var. racemosa is longer and tends to often be broader at the base.	
Elmera racemosa var. puberulenta	False		0.0	4333	2018-08-15 09:36:00		Vascular Plants: Dicots	Saxifragaceae	117491	Elmera racemosa var. puberulenta		infraspecies		Y	N	N	N	Y	N	N	Native				
Elmera racemosa var. racemosa	False		0.0	4334	2018-08-15 09:36:00		Vascular Plants: Dicots	Saxifragaceae	117492	Elmera racemosa var. racemosa		infraspecies		Y	N	N	N	N	N	N	Native				
Elymus repens	False		0.0	5479	2009-06-03 08:25:00	Michael Marsh, Peter F. Zika	Vascular Plants: Monocots	Poaceae	143930	Elymus repens		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	FNA24: "Elymus repens is native to Eurasia; it is now established through much of the Flora region, extending from Alaska to Greenland and south to California, Texas, and North Carolina. It grows well in disturbed sites, spreading rapidly via its long rhizomes, as well as by seed. It is also drought tolerant. Although it is listed a noxious weed in several states, it provides good forage. It differs from E. hoffmannii in having widely spaced, unequally prominent leaf veins and, usually, shorter awns.<br><br>Godley (1947) demonstrated that lemma awn development, glaucousness, and the pubescence of the rachises are each effectively controlled by single genes. Long-awned plants are homozygous recessive, and awn-tipped plants homozygous dominant; glaucousness is dominant over non-glaucousness, and glabrous rachises over pubescent rachises. Awned plants appear to be established along the coasts of Newfoundland and Nova Scotia. They have generally been identified as Agropyron pungens (Pers.) Roem. & Schult., a species that has obtuse, mucronate lemmas.<br><br>Elymus repens is almost always a hexaploid. Most studies indicate that its genomic constitution is StStH, but Mason-Gamer (2001) demonstrated that it is genetically more complex than is implied by such a simple formula."	
Eleocharis rostellata	False		0.0	4931	2009-11-10 09:07:00	Fred Weinmann, Peter F. Zika	Vascular Plants: Monocots	Cyperaceae	127360	Eleocharis rostellata		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA23: "Eleocharis rostellata is highly competitive, often forming large monospecific colonies. The South American E. platypus C. B. Clarke is often treated as a synonym of E. rostellata. Eleocharis rostellata superfically closely resembles E. suksdorfiana in its culms, spikelets, and achenes, but differs in the absence of creeping rhizomes, presence of stoloniferous culms, absence of a flower in the proximal scale, and achene surface details. The collection of E. rostellata I have seen from Miami-Dade County, Florida, is from 1877. I have not seen vouchers for Archuleta County, Colorado, by H. D. Harrington (1954), or for the localities in Montana and South Carolina, which are based on the map in H. K. Svenson (1934)."	
Elymus scribneri	False		0.0	5480	2009-06-03 08:28:00	Michael Marsh, Peter F. Zika	Vascular Plants: Monocots	Poaceae	143991	Elymus scribneri		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA24: "Elymus scribneri grows in rocky areas in open subalpine and alpine regions, at 2500–3200 m, often in windswept locations, in southwestern Alberta and the western United States. It is often confused with E. elymoides, but differs from that species in having only one spikelet per node, wider glumes, and more tardily disarticulating rachises. It also resembles E. sierrae, from which it differs in its disarticulating rachises, denser spikes, and shorter anthers.<br><br>Several taxonomists have suggested that Elymus scribneri consists of fertile hybrids between E. violaceus and E. elymoides. This suggestion is supported by the frequency with which the three taxa are sympatric, the morphological variation exhibited by E. scribneri, and cytogenetic data (Dewey 1967)."	
Elymus curvatus	False		0.0	5463	2009-06-03 08:35:00	Michael Marsh, Peter F. Zika	Vascular Plants: Monocots	Poaceae	143595	Elymus curvatus		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"Not at WTU; WS?"}	FNA24: "Elymus curvatus grows in moist or damp soils of open forests, thickets, grasslands, ditches, and disturbed ground, especially on bottomland. It is widespread from British Columbia and Washington, through the Intermountain region and northern Rockies, to the northern Great Plains. It is infrequent or rare in the midwest, the Great Lakes region, and the northeast, and is virtually unknown in the southeast. It is similar to Elymus virginicus, and has sometimes been included in that species as E. virginicus var. submuticus Hook., but it is more distinct than the varieties of E. virginicus treated above. Although E. virginicus and E. curvatus overlap greatly in range, E. curvatus usually has a distinct growth form, and its anthesis is 1–2 weeks later (Brooks 1974). Its spikes range from being completely exserted, especially west of the Great Plains, to largely sheathed, especially east of the Mississippi River and in more stressed environments. This geographic trend parallels that within E. virginicus, but sheathed plants of E. curvatus can usually be distinguished by their short awns. Clear transitions to E. virginicus, usually var. jejunus, are rare, but, especially from Missouri to Wisconsin, there are occasional plants with 5–10 mm awns on a few lemmas, especially at the spike tips. Rarely, plants from Missouri and Iowa to Quebec have hispid to hirsute spikelets, suggesting introgression with E. virginicus var. intermedius. There are few records of apparent hybrids with other species."	
Eleocharis suksdorfiana	False		0.0	4932	2009-11-12 08:39:00	Fred Weinmann, Peter F. Zika	Vascular Plants: Monocots	Cyperaceae	127373	Eleocharis suksdorfiana		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	H&C treat this taxon as a synonym under E. rostellata.<br><br>FNA23: "lthough Eleocharis suksdorfiana is usually included in E. quinqueflora, it clearly differs qualitatively as given in the key. A collection from hot springs in Ruby Valley, Elko County, Nevada, has stout perianth bristles less than half of the achene length and may represent an undescribed taxon related to E. suksdorfiana. Eleocharis suksdorfiana closely resembles E. rostellata in its achenes, tubercles, culms, and caudices; it differs in the presence of long horizontal rhizomes and the absence of stoloniferous culms. The achenes of E. suksdorfiana are often finely longitudinally ridged, but in E. rostellata they are often rugulose. Specimens from Coconino and Santa Cruz counties, Arizona, are probably E. suksdorfiana but lack achenes so cannot be identified with certainty."	
Eleusine tristachya	False		0.0	5451	2018-08-15 09:36:00		Vascular Plants: Monocots	Poaceae	143214	Eleusine tristachya		species		Y	N	N	Y	N	N	I	Introduced				
Elymus trachycaulus	True	LandHSeeds, RainierSeeds, 	8.33	5482	2018-05-02 22:04:00	Michael Marsh, Peter F. Zika	Vascular Plants: Monocots	Poaceae	144035	Elymus trachycaulus		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Elymus trachycaulus ssp. trachycaulus	True	LandHSeeds, 	4.17	5483	2009-06-03 08:50:00	Michael Marsh, Peter F. Zika	Vascular Plants: Monocots	Poaceae	144130	Elymus trachycaulus ssp. trachycaulus		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA24: "Elymus trachycaulus subsp. trachycaulus grows throughout the habitat and range of the species, and exhibits considerably more variation than subsp. subsecundus. Two aspects of the variation that seem particularly worthy of further study are the glume venation, and the spacing of spikelets in the spikes. Plants with glumes having 5–7 well-developed, narrowly spaced veins are restricted to lower elevations and the southern portion of the subspecies range; northern plants and plants at higher elevations generally have 3–5 weakly developed and widely spaced veins. The former glumes resemble those of E. glaucus, with which E. trachycaulus subsp. trachycaulus is often sympatric; the latter, those of E. violaceus. Spikelet spacing also varies considerably. In at least some instances, plants with widely spaced spikelets appear to be associated with more shady habitats."	
Elaeagnus umbellata	False		0.0	2090	2010-03-08 08:26:00	David Giblin	Vascular Plants: Dicots	Elaeagnaceae	68229	Elaeagnus umbellata		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}		
Eleocharis uniglumis	False		0.0	4933	2018-08-15 09:36:00		Vascular Plants: Monocots	Cyperaceae	127395	Eleocharis uniglumis		species		Y	N	N	N	N	N	N	Native				
Elymus wawawaiensis	True	LandHSeeds, RainierSeeds, 	8.33	5485	2009-06-08 08:23:00	Michael Marsh, Peter F. Zika	Vascular Plants: Monocots	Poaceae	144213	Elymus wawawaiensis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"US"}	Not in H&C.<br><br>FNA24: "Elymus wawawaiensis grows primarily in shallow, rocky soils of slopes in coulees and reaches of the Salmon, Snake, and Yakima rivers of Washington, northern Oregon, and Idaho. There are also a few records from localities at some distance from the Snake River and its tributaries. These probably reflect deliberate introductions. C.V. Piper, who worked for the U.S. Department of Agriculture in southeastern Washington from 1892–1902, frequently distributed seed from populations that he considered superior to farmers in the region; he considered E. wawawaiensis to be a superior form of what is here called Pseudoroegneria spicata. Another source of introduced populations is "˜Secar', a cultivar of E. wawawaiensis that is recommended as a forage grass for arid areas of the northwestern United States.<br><br>Elymus wawawaiensis resembles a vigorous version of Pseudoroegneria spicata, and was long confused with that species. It differs in its more imbricate spikelets and narrower, stiff glumes. In its primary range, E. wawawaiensis is often sympatric with P. spicata, but the two tend to grow in different habitats, E. wawawaiensis growing in shallow, rocky soils and P. spicata in medium- to fine-textured loess soil. The two species also differ cytologically, E. wawawaiensis being an allotetraploid, and P. spicata consisting of diploids and autotetraploids."	
Empetrum nigrum	False		0.0	2130	2008-12-22 11:20:00	Fred Weinmann	Vascular Plants: Dicots	Ericaceae	68715	Empetrum nigrum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Empetrum	False		0.0	2129	2018-05-02 22:04:00		Vascular Plants: Dicots	Ericaceae	68704	Empetrum		genus		N	N	N	N	N	N	N	Native				
Atriplex dioica	False		0.0	305	2008-12-16 10:10:00	Peter F. Zika	Vascular Plants: Dicots	Amaranthaceae	37136	Atriplex dioica		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	This is the common native annual of coastal salt marshes and beaches.  Taxonomy and nomenclature follow FNA, departing from the treatment in H&C, where plants called Atriplex dioica (Nutt.) J. F. Macbr. (from Montana) are now considered A. suckleyi (Torr.) Rydb. (Bassett et al. 1979). The name Atriplex dioica (Nutt.) J. F. Macbr. was published in 1918; the name Atriplex dioica Raf. was published in 1817.<br><br>FNA4: "The distribution of the species is evidently bipartite, with an eastern coastal series extending northward mainly from New Jersey to Newfoundland and along the St. Lawrence seaway, and perhaps extending to James Bay of Hudson Bay. The western grouping lies mainly west of the 95th meridian of longitude, where it has been collected since early historical times to the present in saline marshes or other saline sites from the Yukon Territory and Northwest Territories, southward to southern California, northern Arizona, northern New Mexico, and Oklahoma.<br><br>Rafinesque gave the following information: "Stem upright angular branched, leaves petiolate, deltoid, acute, thick, scaly, the proximal opposite toothed, the distal alternate, hastated, entire: flowers dioical glomerate, male spiked naked, female unequal, sepals deltoid, warty-crested."<br><br>The name Atriplex dioica Rafinesque antedates Chenopodium subspicatum Nuttall by half a year, being published in December 1817. Hence, it is the correct name for the widely ranging species, which has passed most recently under the name A. subspicata. Nuttall's description of the habitat of Chenopodium subspicatum is: "In saline soils around Mandan Village, Missouri," a designation of habitat that applies to this day.<br><br>The species forms a mirror-image set of specimens with the remarkably similar Atriplex prostrata, from which it may be distinguished in most cases by the thickened, merely ovate to lanceolate leaf blades, and less commonly but in some localities exclusively triangular-hastate to lanceolate, mostly scurfy and prominently 3-veined leaf blades. In some specimens, including the types of both Chenopodium subspicatum and Atriplex carnosa, the blades bear a hastate lobe at or above the base and sometimes match triangular-hastate profile of A. prostrata. The leaves of A. prostrata are typically thin-textured, green, not scurfy, and the veins of the blade are obscure. I. J. Bassett et al. (1983) disallowed within A. dioica (as A. subspicata) any but those with lanceolate blades, including those with the proximalmost leaves with a pair of subbasal hastate lobes. However, there are numerous specimens in which the blades are thickened and transitional in that regard to the triangular-hastate profile as in A. prostrata. Certainly those specimens with triangular or triangular-hastate leaves taken prior to the introduction of A. prostrata sometime late in the nineteenth or early twentieth century, clearly belong to the indigenous A. dioica. Whether there are intermediates between diploid (2n = 18) A. prostrata and tetraploid or hexaploid (2n = 36, 54) A. dioica is not known. There does not seem to be any consistent feature or combination of features by which all specimens can be assigned to one or the other of the two taxa. It seems probable, however, that A. prostrata is a late introduction from Europe, and that it, along with the related A. heterosperma, is now invading habitats previously occupied exclusively by the indigenous A. dioica."	
Enemion	False		0.0	3826	2018-05-02 22:04:00		Vascular Plants: Dicots	Ranunculaceae	108159	Enemion		genus		N	N	N	N	N	N	N	Native				
Enemion hallii	False		0.0	3827	2009-04-10 08:11:00	Fred Weinmann	Vascular Plants: Dicots	Ranunculaceae	108163	Enemion hallii		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA3: "Enemion hallii differs from all other North American members of the genus in having well-defined cymose inflorescences. Its closest ally is thought to be the east-Asian species E . raddeanum Regel, from which it differs in having long-petiolate leaves and cymose inflorescences with bracteolate subumbels. Enemion raddeanum is characterized by sessile or short-petiolate leaves and simple, umbellate inflorescences."	
Epilobium anagallidifolium	False		0.0	3071	2010-02-02 10:24:00	Fred Weinmann	Vascular Plants: Dicots	Onagraceae	97252	Epilobium anagallidifolium		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Epilobium brachycarpum	False		0.0	3072	2010-02-02 10:24:00	Fred Weinmann	Vascular Plants: Dicots	Onagraceae	97263	Epilobium brachycarpum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Epilobium ciliatum	False		0.0	3074	2010-02-02 10:25:00	Fred Weinmann	Vascular Plants: Dicots	Onagraceae	97298	Epilobium ciliatum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Epilobium glandulosum	False		0.0	3078	2010-02-02 10:25:00	Fred Weinmann	Vascular Plants: Dicots	Onagraceae	97360	Epilobium glandulosum	Epilobium hallianum, Epilobium mirabile	species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Epilobium clavatum	False		0.0	3075	2010-02-02 10:17:00	Fred Weinmann	Vascular Plants: Dicots	Onagraceae	97329	Epilobium clavatum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Epilobium densiflorum	True	NorthwestMeadowscapes, 	4.17	3076	2010-02-02 10:28:00	Fred Weinmann	Vascular Plants: Dicots	Onagraceae	97344	Epilobium densiflorum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Epipactis gigantea	False		0.0	5216	2009-03-09 08:37:00	Peter F. Zika	Vascular Plants: Monocots	Orchidaceae	131519	Epipactis gigantea		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA26: "Two very distinct color forms of this species have been published: Epipactis gigantea forma rubrifolia P. M. Brown, with deep red stems and leaves, and E. gigantea forma citrina P. M. Brown, with lemon-yellow flowers. Both are known from California.<br><br>The occurrence of this wide-ranging species in India and Tibet is based on Epipactis royaleana Lindley ex Royle being given as a synonym in a study of the Monocotyledoneae of Karakorum (W. B. Dickoré 1995) and an embryologic study (S. P. Vij et al. 1999)."	
Epilobium glaberrimum	False		0.0	3077	2010-02-02 10:49:00	Fred Weinmann	Vascular Plants: Dicots	Onagraceae	97347	Epilobium glaberrimum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Epipactis helleborine	False		0.0	5217	2009-03-09 08:39:00	Peter F. Zika	Vascular Plants: Monocots	Orchidaceae	131523	Epipactis helleborine		species		Y	N	N	N	N	N	I	Introduced from Eurasia		{"Herbarium":"WTU"}	Naturalized in North America since 1879	
Epilobium hirsutum	False		0.0	3080	2010-02-02 11:03:00	Fred Weinmann	Vascular Plants: Dicots	Onagraceae	97372	Epilobium hirsutum		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}		
Epilobium hornemannii	False		0.0	3081	2018-05-02 22:04:00	Fred Weinmann	Vascular Plants: Dicots	Onagraceae	97374	Epilobium hornemannii		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Epilobium hornemannii ssp. hornemannii	False		0.0	3082	2010-02-02 11:04:00	Fred Weinmann	Vascular Plants: Dicots	Onagraceae	97380	Epilobium hornemannii ssp. hornemannii		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Epilobium	True	FourthCornerNursery, InsidePassageSeeds, NorthwestMeadowscapes, WoodbrookNativePlantNursery, 	16.67	3070	2018-05-02 22:04:00		Vascular Plants: Dicots	Onagraceae	97248	Epilobium	Chamaenerion	genus		N	N	N	N	N	N	N	Native				
Epipactis	False		0.0	5215	2018-05-02 22:04:00		Vascular Plants: Monocots	Orchidaceae	131513	Epipactis		genus		N	N	N	N	N	N	N	Native				
Epilobium lactiflorum	False		0.0	3084	2010-02-02 11:11:00	Fred Weinmann	Vascular Plants: Dicots	Onagraceae	97386	Epilobium lactiflorum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Epilobium leptocarpum	False		0.0	3086	2010-02-02 11:19:00	Fred Weinmann	Vascular Plants: Dicots	Onagraceae	97387	Epilobium leptocarpum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Epilobium leptophyllum	False		0.0	3087	2010-02-02 11:20:00	Fred Weinmann	Vascular Plants: Dicots	Onagraceae	97388	Epilobium leptophyllum		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}		
Epilobium luteum	False		0.0	3088	2010-02-02 11:21:00	Fred Weinmann	Vascular Plants: Dicots	Onagraceae	97394	Epilobium luteum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Epilobium minutum	False		0.0	3089	2010-02-02 11:24:00	Fred Weinmann	Vascular Plants: Dicots	Onagraceae	97396	Epilobium minutum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Epilobium mirabile	False		0.0	3090	2010-02-02 11:28:00	Fred Weinmann	Vascular Plants: Dicots	Onagraceae	97399	Epilobium mirabile		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Epilobium montanum	False		0.0	3091	2018-08-15 09:36:00		Vascular Plants: Dicots	Onagraceae	97400	Epilobium montanum		species		Y	N	N	Y	N	N	I	Introduced				
Epilobium obscurum	False		0.0	3093	2018-08-15 09:36:00		Vascular Plants: Dicots	Onagraceae	97405	Epilobium obscurum		species		Y	N	N	Y	N	N	I	Introduced				
Epilobium oregonense	False		0.0	3094	2010-02-02 11:31:00	Fred Weinmann	Vascular Plants: Dicots	Onagraceae	97409	Epilobium oregonense		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Epilobium palustre	False		0.0	3095	2010-02-02 11:38:00	Fred Weinmann	Vascular Plants: Dicots	Onagraceae	97415	Epilobium palustre		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Epilobium campestre	False		0.0	3073	2013-12-04 13:38:00	David Giblin	Vascular Plants: Dicots	Onagraceae	97275	Epilobium campestre		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Epilobium saximontanum	False		0.0	3097	2010-02-03 08:21:00	Fred Weinmann	Vascular Plants: Dicots	Onagraceae	97429	Epilobium saximontanum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"Not at WTU; WS?"}		
Epilobium torreyi	False		0.0	3098	2010-02-03 08:24:00	Fred Weinmann	Vascular Plants: Dicots	Onagraceae	97443	Epilobium torreyi		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Equisetum arvense	False		0.0	90	2008-12-22 11:28:00	David Giblin	Vascular Plants: Ferns and Lycophytes	Equisetaceae	31992	Equisetum arvense		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA2: "Among the many infraspecific taxa that have been named in this species, Equisetum arvense var. boreale Bongard has been most generally accepted and has been applied to plants with tall, erect stems with 3-ridged branches. Because both 3-ridged and 4-ridged branches may occur on a single stem, the variety boreale is not recognized here as distinct (R.L. Hauke 1966)."	
Equisetum	True	FourthCornerNursery, WatershedGardenWorks, 	8.33	89	2018-05-02 22:04:00		Vascular Plants: Ferns and Lycophytes	Equisetaceae	31989	Equisetum		genus		N	N	N	N	N	N	N	Native				
Equisetum fluviatile	False		0.0	92	2008-12-22 11:38:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Equisetaceae	32004	Equisetum fluviatile		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Equisetum hyemale	True	FourthCornerNursery, 	4.17	93	2009-10-30 11:58:00	David Giblin	Vascular Plants: Ferns and Lycophytes	Equisetaceae	32011	Equisetum hyemale		species		N	N	N	N	N	N	N	Native				
Equisetum hyemale ssp. affine	False		0.0	94	2009-10-30 11:58:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Equisetaceae	32014	Equisetum hyemale ssp. affine		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Equisetum laevigatum	False		0.0	95	2008-12-22 11:44:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Equisetaceae	32027	Equisetum laevigatum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA2: "Schaffner named this species Equisetum kansanum because he applied the name E . laevigatum to what we now know is the hybrid E . × ferrissii . The coarser-stemmed, occasionally persistent forms in the southwestern United States have been called Equisetum funstonii."	
Equisetum palustre	False		0.0	99	2008-12-22 11:55:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Equisetaceae	32039	Equisetum palustre		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA2: "The name Equisetum palustre var. americanum has been used for specimens from the flora that have longer teeth than those from Eurasia."	
Equisetum pratense	False		0.0	100	2018-08-15 09:36:00		Vascular Plants: Ferns and Lycophytes	Equisetaceae	32042	Equisetum pratense		species		Y	N	N	N	N	N	N	Native				
Equisetum scirpoides	False		0.0	101	2008-12-22 12:00:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Equisetaceae	32043	Equisetum scirpoides		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Equisetum sylvaticum	False		0.0	102	2008-12-22 12:01:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Equisetaceae	32044	Equisetum sylvaticum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Equisetum telmateia	False		0.0	103	2018-05-02 22:04:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Equisetaceae	32047	Equisetum telmateia		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Equisetum telmateia ssp. braunii	False		0.0	104	2008-12-22 12:04:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Equisetaceae	32049	Equisetum telmateia ssp. braunii		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Equisetum variegatum	False		0.0	105	2018-05-02 22:04:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Equisetaceae	32053	Equisetum variegatum		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Equisetum variegatum ssp. alaskanum	False		0.0	106	2008-12-22 12:06:00	Peter F. Zika	Vascular Plants: Ferns and Lycophytes	Equisetaceae	32055	Equisetum variegatum ssp. alaskanum		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Erigeron acris	False		0.0	864	2018-05-02 22:04:00	Peter F. Zika	Vascular Plants: Dicots	Asteraceae	46286	Erigeron acris	Erigeron elatus, Erigeron nivalis	species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
