Taxon Name	Available at Nursery?	Nurseries	Percent of Nurseries with this Taxon	ID	ModifiedOn	Contributors	InformalClassification	Family	TaxonID	TaxonName	SeeAlso	NameRank	Hybrid	TerminalTaxon	Excluded	Peripheral	Waif	Endemic	Extirpated	OriginCode	Origin	Distribution	Voucher	Comments	
Erigeron nivalis	False		0.0	897	2015-04-20 15:55:00	David Giblin	Vascular Plants: Dicots	Asteraceae	46636	Erigeron nivalis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA20: "Erigeron nivalis usually has been treated as an infra-specific taxon within E. acris; the two are broadly sympatric in the northwestern United States and Canada without obvious intergrades. Both occur over a wide range of elevations and in similar habitats. Erigeron nivalis probably occurs in Nevada; it has not been taxonomically distinguished there. Erigeron scotteri was regarded by E. H. Moss and J. G. Packer (1983) as a synonym of E. acris (presumably var. debilis = E. nivalis; the heads are relatively small and borne singly)."	
Erigeron acris var. kamtschaticus	False		0.0	865	2008-12-05 09:13:00	Peter F. Zika	Vascular Plants: Dicots	Asteraceae	46295	Erigeron acris var. kamtschaticus		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Erigeron aliceae	False		0.0	866	2008-11-12 09:25:00	Peter F. Zika	Vascular Plants: Dicots	Asteraceae	46304	Erigeron aliceae		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Erigeron annuus	False		0.0	867	2008-11-12 09:26:00	Peter F. Zika	Vascular Plants: Dicots	Asteraceae	46313	Erigeron annuus		species		Y	N	N	N	N	N	N?	Native? Introduced in OR, status as a native in BC uncertain		{"Herbarium":"WTU"}		
Eriophorum angustifolium	False		0.0	4935	2018-05-02 22:04:00	Fred Weinmann, Peter F. Zika	Vascular Plants: Monocots	Cyperaceae	127405	Eriophorum angustifolium		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Eriophorum angustifolium ssp. angustifolium	False		0.0	4936	2009-11-12 08:45:00	Fred Weinmann, Peter F. Zika	Vascular Plants: Monocots	Cyperaceae	127406	Eriophorum angustifolium ssp. angustifolium		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Eryngium articulatum	False		0.0	446	2007-07-09 20:31:00	Thayne Tuason	Vascular Plants: Dicots	Apiaceae	38985	Eryngium articulatum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Erysimum arenicola	False		0.0	1593	2010-06-02 10:40:00	Peter F. Zika	Vascular Plants: Dicots	Brassicaceae	58736	Erysimum arenicola		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA7: "Erysimum arenicola is distributed at the higher elevations of northern Oregon northward into the Olympic and Cascade mountains in Washington and Vancouver Island.<br><br>Both G. B. Rossbach (1958) and R. C. Rollins (1993) recognized Erysimum arenicola as a distinct species. It is closely related to E. perenne and both can be easily distinguished from E. capitatum, with which they hybridize where their ranges meet, by the strongly torulose (versus not torulose) fruits and the longer styles 1.5-5.5 versus 0.2-2.5(-3) mm."	
Erigeron	True	DerbyCanyonNatives, DesertJewelsNursery, FourthCornerNursery, InsidePassageSeeds, LandHSeeds, NorthwestMeadowscapes, OxbowFarmandConservationCenter, PlantasNativaLLC, PlantsoftheWild, RainierSeeds, SoundNativePlants, WabashFarms, WoodbrookNativePlantNursery, 	54.17	863	2018-05-02 22:04:00		Vascular Plants: Dicots	Asteraceae	46280	Erigeron		genus		N	N	N	N	N	N	N	Native				
Erigeron aureus	False		0.0	868	2010-03-19 13:56:00	Peter F. Zika	Vascular Plants: Dicots	Asteraceae	46333	Erigeron aureus		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA20: "Erigeron aureus var. acutifolius has leaves apically acute (versus rounded to broadly obtuse, sometimes emarginate, in the typical form) and is known only from the type locality, a peat bog in British Columbia (Peace River District). It was not listed or otherwise recognized in a recent flora of that province (G. W. Douglas et al. 1998–2002, vol. 1).<br><br>Erigeron ×arthurii B. Boivin was described as "sp. nov." and was noted to have originated as a hybrid between E. acris and E. aureus. It was treated by E. H. Moss and J. G. Packer (1983) as a hybrid. Specimens cited by Boivin are from widely separated localities in southwestern British Columbia and adjacent Alberta. It was included at specific rank in the treatment by A. C. Budd et al. (1987) but not by H. J. Scoggan (1978–1979, part 4) or G. W. Douglas et al. (1998–2002, vol. 1)."	
Erigeron basalticus	False		0.0	869	2008-11-13 09:18:00	Peter F. Zika	Vascular Plants: Dicots	Asteraceae	46338	Erigeron basalticus		species		Y	N	N	N	Y	N	N	Native		{"Herbarium":"WTU"}		
Eriogonum baileyi	False		0.0	3581	2018-05-02 22:04:00	Thayne Tuason	Vascular Plants: Dicots	Polygonaceae	104510	Eriogonum baileyi		species		N	N	N	N	N	N	N	Native				
Eriogonum baileyi var. baileyi	False		0.0	3582	2009-03-17 08:18:00	Peter F. Zika	Vascular Plants: Dicots	Polygonaceae	104512	Eriogonum baileyi var. baileyi		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA5 reports E. baileyi var. baileyi occurs in eastern Washington.<br><br>FNA5: "Variety baileyi basically is a taxon of arid regions of the far West, being found primarily in California and Nevada northward through eastern Oregon to eastern Washington. Isolated populations are known from south-central Idaho and from Beaver County, Utah."	
Eriophorum	True	InsidePassageSeeds, 	4.17	4934	2018-05-02 22:04:00		Vascular Plants: Monocots	Cyperaceae	127404	Eriophorum		genus		N	N	N	N	N	N	N	Native				
Erigeron bloomeri	False		0.0	870	2018-05-02 22:04:00	Peter F. Zika	Vascular Plants: Dicots	Asteraceae	46350	Erigeron bloomeri		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Ericameria bloomeri	False		0.0	856	2008-11-10 13:26:00	Peter F. Zika	Vascular Plants: Dicots	Asteraceae	46007	Ericameria bloomeri		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	intergrades with E. greenei	
Eriogonum	True	DerbyCanyonNatives, DesertJewelsNursery, LandHSeeds, PlantsoftheWild, RainierSeeds, 	20.83	3580	2018-05-02 22:04:00		Vascular Plants: Dicots	Polygonaceae	104438	Eriogonum		genus		N	N	N	N	N	N	N	Native				
Erigeron bloomeri var. bloomeri	False		0.0	871	2008-11-13 09:21:00	Peter F. Zika	Vascular Plants: Dicots	Asteraceae	46351	Erigeron bloomeri var. bloomeri		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Erodium botrys	False		0.0	2582	2017-07-21 10:45:00	David Giblin	Vascular Plants: Dicots	Geraniaceae	79555	Erodium botrys		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"OSC"}	Single collection (2013) from Klickitat County.	
Ericameria	True	DerbyCanyonNatives, LandHSeeds, RainierSeeds, 	12.5	855	2018-05-02 22:04:00		Vascular Plants: Dicots	Asteraceae	45998	Ericameria		genus		N	N	N	N	N	N	N	Native				
Erysimum capitatum	False		0.0	1594	2003-10-21 00:00:00	Peter F. Zika	Vascular Plants: Dicots	Brassicaceae	58745	Erysimum capitatum		species		N	N	N	N	N	N	N	Native				
Erigeron caespitosus	False		0.0	872	2008-11-13 09:26:00	Peter F. Zika	Vascular Plants: Dicots	Asteraceae	46366	Erigeron caespitosus		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"Not at WTU; WS?"}	FNA20 lists WA within the range of this species, and H&C suggests that it occurs in WA.<br><br>FNA20: "Erigeron caespitosus as recognized here is highly variable and perhaps justifiably could be divided into more than one taxon. Plants at lower elevations tend to produce tall stems branching above the middle and long, white rays. At higher elevations, especially in Idaho, western Montana, Utah, and Wyoming, stems tend to be shorter and simple and the rays commonly are blue to violet. In the Bitterroot Mountains (Ravalli and Deerlodge counties, Montana), short-stemmed, blue-rayed plants also have strigose cauline vestiture (in contrast to typically deflexed-hirtellous stems); these vestiture variants occur in the same area with plants apparently similar in all other features. Strigose populational variants also occur in Saskatchewan and Yukon, and E. abajoensis, largely distinguished by strigose cauline vestiture, might be considered a regional variant of E. caespitosus. In eastern Idaho and southwestern Montana, plants of E. caespitosus are commonly encountered with cauline leaves obovate and distinctly subclasping. Plants with strongly 3-nerved basal leaves occur in Carbon and Gallatin counties, Montana.	
Erysimum capitatum var. capitatum	False		0.0	1595	2010-06-02 10:47:00	Peter F. Zika	Vascular Plants: Dicots	Brassicaceae	58767	Erysimum capitatum var. capitatum		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA7: "Although its overall distribution is extensive, var. capitatum has been collected only sporadically outside the main range in western Idaho, western Nevada, and the Pacific states. There is some local differentiation in California that has been recognized formally. For example, some populations in the Mohave desert in Kern, Los Angeles, and San Bernardino counties, as well as disjunct ones in eastern San Luis Obispo County, differ from typical var. capitatum by having yellow petals, fruits to 3.3 mm wide, and seeds to 4 × 2 mm; these were recognized by G. B. Rossbach (1958) and R. C. Rollins (1993) as var. bealianum.  Variety angustatum, which is highly localized in Contra Costa County and was recognized by both Rossbach and Rollins, differs from typical var. capitatum by having elongated (versus not elongated) woody caudices, 4-angled (versus latiseptate) fruits, and much-branched (versus moderately-branched or simple) fruiting racemes."	
Eriogonum cernuum	False		0.0	3583	2007-11-27 12:37:00	Peter F. Zika	Vascular Plants: Dicots	Polygonaceae	104589	Eriogonum cernuum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	Reported by Reveal (1989c) from "southern Washington", and from Franklin Co. by KZ.  One immature specimen from Benton Co., WA (WTU) may be this species.	
Erysimum cheiri	False		0.0	1597	2010-06-02 10:59:00	David Giblin	Vascular Plants: Dicots	Brassicaceae	58824	Erysimum cheiri		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}		
Erigeron chrysopsidis	False		0.0	873	2018-05-02 22:04:00	Peter F. Zika	Vascular Plants: Dicots	Asteraceae	46384	Erigeron chrysopsidis		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Eriophorum chamissonis	True	InsidePassageSeeds, 	4.17	4937	2009-11-12 08:46:00	Fred Weinmann, Peter F. Zika	Vascular Plants: Monocots	Cyperaceae	127431	Eriophorum chamissonis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA23: "The Eriophorum chamissonis complex contains taxa based mainly on stem size and bristle color (M. Raymond 1954). Much of the variation appears to be continuous with abundant intermediates; experimental studies are needed to determine the biological basis of the variation."	
Erysimum cheiranthoides	False		0.0	1596	2010-06-02 10:53:00	Peter F. Zika	Vascular Plants: Dicots	Brassicaceae	58820	Erysimum cheiranthoides		species		Y	N	N	N	N	N	I	Introduced from Eurasia		{"Herbarium":"WTU"}		
Eragrostis cilianensis	False		0.0	5487	2009-06-08 08:26:00	Michael Marsh, Peter F. Zika	Vascular Plants: Monocots	Poaceae	144390	Eragrostis cilianensis		species		Y	N	N	N	N	N	I	Introduced from Europe		{"Herbarium":"WTU"}	FNA25: "Eragrostis cilianensis is an introduced European species that now grows in disturbed sites such as pastures and roadsides, at 0-2300 m, through most of the contiguous United States and southern Canada. The English name refers to the odor of fresh plants."	
Erodium cicutarium	False		0.0	2583	2009-10-01 14:47:00	Fred Weinmann	Vascular Plants: Dicots	Geraniaceae	79559	Erodium cicutarium		species		N	N	N	N	N	N	I	Introduced from Europe		{"Herbarium":"WTU"}		
Erodium cicutarium ssp. cicutarium	False		0.0	2584	2018-08-15 09:36:00		Vascular Plants: Dicots	Geraniaceae	79562	Erodium cicutarium ssp. cicutarium		infraspecies		Y	N	N	N	N	N	I	Introduced				
Eriogonum compositum	True	DerbyCanyonNatives, DesertJewelsNursery, PlantsoftheWild, 	12.5	3585	2018-05-02 22:04:00	Thayne Tuason	Vascular Plants: Dicots	Polygonaceae	104618	Eriogonum compositum		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Erigeron compositus	True	DesertJewelsNursery, 	4.17	875	2008-11-13 09:44:00	David Giblin	Vascular Plants: Dicots	Asteraceae	46399	Erigeron compositus		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA20: "Correlations among ploidal level, breeding systems, and morphologic variation have been studied in detail in Erigeron compositus. Five informally designated population systems of diploids are geographically restricted (all of the northwestern United States and adjacent Canada) and primarily sexual, compared to the polyploids, which are agamospermous and apparently of hybrid origin, at least in some cases (R. D. Noyes et al. 1995; Noyes and D. E. Soltis 1996). Reduction in ray floret laminae usually is correlated with polyploidy. Plants with 1-ternately lobed leaves have been identified as var. glabratus, an element of variation that does not have a geographic pattern.<br><br>Among closely related species, Erigeron compositus is the only one that produces strongly thickened caudex branches; occasional collections show a tendency toward the slender, loose branches characteristic of the other species."	
Eriogonum codium	False		0.0	3584	2009-03-17 08:27:00	Peter F. Zika	Vascular Plants: Dicots	Polygonaceae	104614	Eriogonum codium		species		Y	N	N	N	Y	N	N	Native		{"Herbarium":"WTU"}	Restricted to Benton Co., recently described.<br><br>FNA5: "Eriogonum codium is a potentially endangered species known from a single site on volcanic bluffs overlooking the Columbia River in Hanford Research National Monument in Benton County. It is worthy of cultivation as a rock-garden plant, although little or no sexual reproduction is known in the natural population. The Umtanum Desert wild buckwheat is a candidate for federal listing and is considered an endangered species by the state of Washington. Much of the population was destroyed in a man-caused fire in 1997. The species is in the Center for Plant Conservation's National Collection of Endangered Plants."	
Erigeron corymbosus	False		0.0	876	2008-11-13 09:48:00	Peter F. Zika	Vascular Plants: Dicots	Asteraceae	46424	Erigeron corymbosus		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Eriogonum compositum var. compositum	False		0.0	3586	2009-03-17 08:13:00	Thayne Tuason	Vascular Plants: Dicots	Polygonaceae	104620	Eriogonum compositum var. compositum		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA5: "Variety compositum is widespread and common from central-northern Washington and west-central Idaho south through Oregon to northern California."	
Eriogonum compositum var. lancifolium	False		0.0	3587	2009-03-17 08:31:00	Thayne Tuason	Vascular Plants: Dicots	Polygonaceae	104625	Eriogonum compositum var. lancifolium		infraspecies		Y	N	N	N	Y	N	N	Native		{"Herbarium":"WTU"}	FNA5: "Variety lancifolium is local and usually uncommon in the mountains of Chelan, Kittitas, Okanogan, and Yakima counties in eastern Washington."	
Eriogonum compositum var. leianthum	False		0.0	3588	2009-03-17 08:30:00	Thayne Tuason	Vascular Plants: Dicots	Polygonaceae	104626	Eriogonum compositum var. leianthum		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA5: "Variety leianthum is mostly occasional to locally common in eastern Washington, northwestern and west-central Idaho, and northeastern Oregon."	
